docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0960148113005727-1466	1	Quantity	36	42	1	100 MW	"{""unit"": ""MW""}"
S0960148113005727-1466	1	MeasuredProperty	4	30	4	cumulative lifetime output	"{""HasQuantity"": ""1""}"
S0960148113005727-1466	1	MeasuredEntity	43	52	5	wind farm	"{""HasQuantity"": ""1""}"
S0960148113005727-1466	2	Quantity	60	65	2	28.5%	"{""unit"": ""%""}"
S0960148113005727-1466	2	MeasuredEntity	66	77	6	load factor	"{""HasQuantity"": ""2""}"
S0960148113005727-1466	3	Quantity	87	109	3	4.99 TWh over 20 years	"{""unit"": ""years""}"
S0960148113005727-1466	4	Quantity	188	198	7	first year	"{""unit"": ""year""}"
S0960148113005727-1466	4	MeasuredEntity	134	177	11	linear annual deterioration of −0.41 points	"{""HasQuantity"": ""7""}"
S0960148113005727-1466	5	Quantity	231	239	8	4.37 TWh	"{""unit"": ""TWh""}"
S0960148113005727-1466	6	Quantity	251	256	9	12.5%	"{""unit"": ""%""}"
S0960148113005727-1466	6	MeasuredProperty	243	247	10	fall	"{""HasQuantity"": ""9""}"
S0960148113005727-1466	7	Quantity	512	515	12	10%	"{""unit"": ""%""}"
S0960148113005727-1466	7	MeasuredProperty	495	508	15	discount rate	"{""HasQuantity"": ""12""}"
S0960148113005727-1466	8	Quantity	576	578	13	9%	"{""unit"": ""%""}"
S0960148113005727-1466	9	Quantity	604	623	14	4,5] to £98 per MWh	"{""unit"": ""to""}"
